id	parity	herd	ys	sex	dam	bw	day115	adg115	bf115	lma115	lean115
DDSHXX514117004	3	18	143	2	DDUSACR12028211	1.66	172.6	656.66	11.3	53.73	60.87
DDSHXX515050902	4	16	151	2	DDUSWFD13022704	2.02	181.56	622.27	9.7	38.98	55.63
DDSHXX517066808	2	14	171	2	DDSHXX515265804	1.85	200.71	563.75	12.19	43.08	56.37
DDSHXX516251907	1	13	163	1	DDSHXX515250004	1.7	173.18	654.23	13.32	41.57	55.39
DDSHXX515131512	5	13	152	2	DDUSACS12022403	1.67	190.39	595.25	NA	39.16	NA
DDSHXX516123807	1	17	161	1	DDSHXX515154502	1.75	170.75	663.25	13.07	51.51	59.38
DDSHXX515013110	4	17	154	2	DDUSWFD12026809	1.74	213.94	529.4	11.46	34.4	53.22
DDSHXX516134508	6	15	162	2	DDUSWFD13006205	2.1	179.3	629.67	11.46	42.03	56.22
DDSHXX515161801	2	18	152	1	DDSHXX513024204	2.7	158.2	709.86	14.09	44.82	56.39
DDSHXX514063505	2	16	142	1	DDUSWFD13021308	1.8	187.22	604.64	14.83	43.31	55.54
DDSHXX518197909	1	14	182	1	DDSHXX517193108	1	178.2	639.73	10.48	43.18	57.01
DDSHXX518008302	1	15	184	2	DDSHXX517040402	1.75	178.55	634.28	12.54	47.36	57.93
DDSHXX618093503	2	6	181	1	DDSHXX517005404	2	174.06	649.2	9.67	45.55	58.23
DDSHXX516287303	2	12	164	1	DDSHXX515132402	1.7	178.35	635.27	16.09	45.74	56.06
DDSHXX515071506	4	9	151	2	DDUSACS13001202	1.36	192.55	590.18	9.77	41.84	56.73
DDSHXX517061302	5	17	171	2	DDSHXX514077610	1.9	173.95	650.19	13.2	54.25	60.41
DDSHXX517110706	1	12	171	2	DDSHXX516130802	1.75	182.32	621.16	17.73	45.65	55.45
DDSHXX517203701	1	13	172	1	DDSHXX516204902	1.1	191.06	596.15	11.55	37.73	54.5
DDSHXX518000602	3	15	184	2	DDSHXX516099204	1.7	185.26	611.57	9.85	46.52	58.54
DDSHXX513004804	1	11	133	2	DDUSACS12022403	1.54	192.41	589.68	13.82	43.88	56.12
DDSHXX516134607	3	15	162	1	DDSHXX514112004	1.5	164.71	689.09	13.65	41.58	55.27
DDSHXX516137104	3	15	162	2	DDSHXX514101302	1.8	181.61	623.31	11.34	44	57.03
DDSHXX518227405	2	13	183	1	DDSHXX517113202	1.9	156.94	720.66	10.42	47.27	58.64
DDSHXX517120603	6	11	171	1	DDSHXX514048802	1.4	193.21	587.96	14.56	46.77	57
DDSHXX514141701	3	16	143	1	DDUSWFD13006206	1.72	196.36	576.9	16.65	37.21	52.51
DDSHXX517271705	1	16	173	1	DDSHXX516247002	1.75	184.7	613.16	7.73	41.2	57.19
DDSHXX517155801	6	17	172	1	DDSHXX514059008	1.95	161.49	700.04	11.09	38.54	54.98
DDSHXX514174303	3	14	144	1	DDUSWFD13006705	1.78	165.55	683.9	9.1	43.53	57.63
DDSHXX517144608	3	16	172	2	DDSHXX515182704	1.5	211.16	537.51	9.53	45.5	58.25
DDSHXX517254001	6	18	173	1	DDSHXX514065909	2.1	174.25	647.92	9.56	45.62	58.29
DDSHXX515068505	1	5	151	1	DDSHXX513009008	1.72	186.15	608.54	15.37	37.93	53.24
DDSHXX516189305	2	11	162	1	DDSHXX515084106	2.2	165.2	682.81	12.52	41.97	55.82
DDSHXX517115110	4	12	171	2	DDSHXX515080604	1.4	178.28	637.2	11.44	41.94	56.19
DDSHXX516264503	3	15	163	1	DDSHXX515007912	2.1	168.38	670.51	11.89	44.81	57.16
DDSHXX515244109	3	12	153	1	DDSHXX513019908	1.68	186.25	608.43	9.82	37.9	55.17
DDSHXX517240103	1	16	173	1	DDSHXX516242302	1.55	169.17	670.63	12.3	43.95	56.68
DDSHXX516067006	4	13	161	2	DDSHXX513019506	1.88	195.07	579.89	9.26	45.09	58.19
DDSHXX518004004	2	15	184	2	DDSHXX516224804	1.45	194.5	583.8	13.39	43.98	56.31
DDSHXX518236803	1	12	183	1	DDSHXX517234310	1.7	175.56	645.36	10.77	44.5	57.43
DDSHXX618144301	2	3	182	1	DDSHXX517070316	2	185.89	607.89	13.02	45.71	57.12
DDSHXX517078611	2	13	171	1	DDSHXX515231202	1.4	180.97	627.73	13.57	44.79	56.56
DDSHXX517285701	1	17	173	1	DDSHXX516270606	1.5	163.67	693.47	15.74	42.93	55.07
DDSHXX518048901	2	18	184	1	DDSHXX516205604	1.2	185.21	614.44	16.39	36.74	52.42
DDSHXX516233607	6	17	163	1	DDUSWFD13022704	1.9	163.48	691.83	7.64	49.26	60.39
DDSHXX516139603	2	15	162	1	DDSHXX515040408	1.8	171.92	658.45	12.32	43.1	56.34
DDSHXX517137303	1	16	172	1	DDSHXX516130804	1.4	186.56	608.92	13.94	47.75	57.6
DDSHXX517209502	2	15	172	2	DDSHXX516098802	2.1	186.81	604.36	14.06	45.39	56.63
DDSHXX517124102	5	11	171	2	DDSHXX514149702	2.4	184.25	611.13	11.2	51.98	60.22
DDSHXX515150701	5	11	152	1	DDUSWFD13002010	2.9	146.88	763.21	9.31	47.98	59.31
DDSHXX515190512	2	17	152	2	DDSHXX513026508	1.12	215.42	528.64	17.13	42.83	54.55
DDSHXX516293002	3	12	164	2	DDSHXX515080606	2	169.25	667.65	13.74	45.09	56.62
DDSHXX518088804	3	14	181	2	DDSHXX516177104	1.9	209.63	539.52	12.91	42.04	55.71
DDSHXX517172006	1	17	172	2	DDSHXX516177506	1.4	218.54	519.81	11.1	40.25	55.64
DDSHXX517201710	1	13	172	2	DDSHXX516174508	2.05	173.17	652.25	15.18	50.38	58.2
DDSHXX515154802	2	11	152	2	DDSHXX513027902	1.48	175.22	647.87	11.89	45.1	57.27
DDSHXX517030201	5	18	174	1	DDSHXX514042108	1.7	167	678.44	10.6	35.3	53.87
DDSHXX518154302	3	18	182	2	DDSHXX516221802	1.55	222.41	510.09	10.78	45	57.62
DDSHXX518174303	3	17	182	1	DDSHXX516246002	1.65	194.25	583.53	8.17	37.3	55.51
DDSHXX517322502	5	15	174	2	DDSHXX515128810	1.9	180.22	627.57	10.88	46.97	58.36
DDSHXX516036301	1	15	164	1	DDSHXX515041202	1.84	159.03	711.56	17.14	43.04	54.63
DDSHXX517214102	5	12	172	2	DDSHXX515042302	1.65	199.31	568.71	15.42	39.48	53.83
DDSHXX516291206	5	12	164	2	DDSHXX514042006	1.75	195.18	580.23	13.53	45.57	56.88
DDSHXX515154209	1	11	152	1	DDSHXX514081506	1.78	158.07	716.26	12.86	39.35	54.68
DDSHXX618074709	3	6	181	1	DDSHXX616005702	1.3	178.4	637.33	14.28	38.81	53.97
DDSHXX515163504	4	18	152	2	DDUSWFD13000305	2.5	179.51	626.71	9.22	43.86	57.72
DDSHXX513024207	1	13	134	1	DDUSWFD13021509	1.4	171.56	662.16	8.74	40.95	56.74
DDSHXX617098602	1	8	171	2	DDSHXX416032206	1.3	190.9	595.6	13.64	42.53	55.65
DDSHXX517081402	1	13	171	2	DDSHXX516097502	1.6	205.73	551.21	12.97	46.55	57.46
DDSHXX517241303	2	16	173	1	DDSHXX516129402	2	190.2	594.11	9.57	56.17	62.43
DDSHXX514135111	3	11	143	1	DDUSWFD13006105	2.3	164.47	685.23	7.95	47.61	59.64
DDSHXX617099101	3	8	171	1	DDSHXX515182402	1.85	191.9	589.63	8.86	44.95	58.27
DDSHXX517082903	1	13	171	1	DDSHXX516084308	1.7	207.24	546.71	10.54	40.7	56.02
DDSHXX514146001	3	16	143	1	DDUSWFD13006205	1.78	171.94	658.49	15.38	36.9	52.83
DDSHXX515200807	5	17	153	1	DDUSACS13001401	1.04	188.89	603.31	16.53	46.68	56.27
DDSHXX515231704	2	13	153	2	DDSHXX514059004	2	180.77	625.1	7.9	47.02	59.42
DDSHXX515193306	3	17	152	2	DDSHXX513007402	2.04	193.55	583.62	13.09	42.65	55.89
DDSHXX516224101	1	16	163	1	DDSHXX515177506	2.1	159.57	707.53	9.82	45.09	57.99
DDSHXX518088107	3	14	181	1	DDSHXX516177506	1.45	183.64	618.33	14.59	35.23	52.45
DDSHXX517057306	1	17	171	2	DDSHXX516052904	1.5	200.14	567.1	13.44	50.25	58.75
DDSHXX515256401	1	18	153	1	DDSHXX514161402	2.2	192.52	585.91	14.7	39.24	53.99
DDSHXX517074905	6	14	171	1	DDSHXX514046608	1.45	160.04	709.51	15.57	50.03	57.92
DDSHXX618175802	2	2	183	2	DDSHXX417046002	1.9	195.93	577.25	8.57	45.96	58.77
DDSHXX517053707	5	16	171	1	DDSHXX514087102	2.1	169.15	667.45	11.18	43.61	56.94
DDSHXX514137003	3	11	143	1	DDUSACS13000704	1.26	197.76	575.14	14.36	54.09	59.94
DDSHXX517250305	2	18	173	1	DDSHXX516120104	1.5	175.36	647.24	15.91	41.37	54.4
DDSHXX617107404	2	9	171	2	DDSHXX515241702	2	177.71	635.87	12.54	44.14	56.67
DDSHXX517170803	2	17	172	1	DDSHXX516059202	1.7	210.77	537.55	11.42	42.65	56.47
DDSHXX518216711	1	15	182	1	DDSHXX517237604	1.2	204.23	557.21	10.97	39.48	55.39
DDSHXX515131402	2	13	152	2	DDSHXX513016504	1.6	157.72	719	15.6	43.77	55.45
DDSHXX518124510	5	11	181	2	DDSHXX515250004	1.65	207.06	547.43	11.55	41.14	55.84
DDSHXX518000605	3	12	184	1	DDSHXX516099204	1.75	180.05	628.99	9.41	39.09	55.78
DDSHXX517250310	2	18	173	2	DDSHXX516120104	1.25	177.12	642.22	9.91	40.82	56.28
DDSHXX517223804	6	12	172	2	DDSHXX514095006	0.95	217.49	524.39	14.98	43.38	55.52
DDSHXX516221506	4	16	163	2	DDSHXX514047506	1.3	195.91	580.37	9.88	43.02	57.16
DDSHXX517147102	5	16	172	2	DDSHXX514108212	1.8	184.96	612.02	13.52	45.32	56.79
DDSHXX516202506	4	11	162	2	DDSHXX514061806	1.5	188.05	603.56	12.11	43.11	56.41
DDSHXX517325306	4	15	174	2	DDSHXX515260902	1.45	218.03	520.8	17.67	40.66	53.51
DDSHXX518160803	3	18	182	1	DDSHXX516200202	1.65	166.89	679.19	14.96	46.16	56.62
DDSHXX618069401	3	5	181	1	DDSHXX416031304	1.6	165.97	683.26	9.76	42.12	56.85
DDSHXX516045602	2	14	164	2	DDSHXX514110306	2.16	190.5	592.34	14.52	41.76	55.04
DDSHXX517220610	5	12	172	2	DDSHXX515041512	1.55	185.13	612.81	15.71	39.12	53.59
DDSHXX517227503	4	12	173	1	DDSHXX515161804	2.15	166.61	677.33	11.93	51.06	59.6
DDSHXX515116004	1	14	151	2	DDSHXX514067206	1.7	150.89	750.88	11.2	39.85	55.45
DDSHXX518176401	2	17	182	1	DDSHXX517051504	1.8	174.28	649.53	10.42	37.57	54.83
DDSHXX515191201	2	17	152	1	DDSHXX513009008	2.08	172.22	655.67	11.02	43.7	57.03
DDSHXX516032001	2	15	164	1	DDSHXX514106908	1.68	173.62	652.69	15.27	39.28	53.81
DDSHXX516125508	3	17	162	2	DDSHXX514087110	1.65	185.67	610.49	12.84	46.4	57.45
DDSHXX517073312	1	14	171	2	DDSHXX516076502	1.45	195.99	579.37	13.36	41.23	55.24
DDSHXX516016303	2	17	164	1	DDSHXX514093502	2.04	149.04	757.92	15.4	42.83	55.15
DDSHXX516231004	4	17	163	2	DDSHXX514094312	1.5	188.8	601.17	14.05	47.13	57.32
DDSHXX515120502	2	14	152	2	DDSHXX513026408	1.8	166.01	681.89	15.85	50.3	57.93
DDSHXX517205305	6	15	172	1	DDSHXX513026508	1.75	181.11	625.31	8.11	50.43	60.69
DDSHXX516260410	3	13	163	2	DDSHXX515053404	1.9	169.38	667.73	9.35	43.91	57.69
DDSHXX515220503	2	14	153	1	DDSHXX514048810	1.76	187.18	604.98	14.37	46.19	56.83
DDSHXX517095207	3	15	171	1	DDSHXX515168104	1.6	170.68	664.4	12.56	42.97	56.2
DDSHXX516224707	1	16	163	1	DDSHXX515218202	1.7	168.41	672.76	10.73	42.69	56.73
DDSHXX516212301	1	18	163	1	DDSHXX515196106	1.85	171.54	659.61	10.26	39.11	55.49
DDSHXX518167308	1	16	182	2	DDSHXX517170906	1.25	214.97	529.14	11.22	44.66	57.33
DDSHXX515209702	2	15	153	2	DDSHXX514059006	1.92	195.41	578.68	12.49	53.54	60.38
DDSHXX515173403	1	18	152	1	DDSHXX514088102	1.8	197.37	573.54	11.57	45.44	57.52
DDSHXX518036103	3	16	184	1	DDSHXX516119004	1.5	182.5	621.92	11.42	41.69	56.1
DDSHXX515248604	2	11	153	2	DDSHXX514061806	1.92	172.22	656.6	12.61	52.39	59.88
DDSHXX516267604	2	15	163	2	DDSHXX515154804	1.65	192.94	587.49	13.24	46.11	57.2
DDSHXX518189302	6	14	182	2	DDSHXX515077506	1.65	205.69	551.07	13.21	50.49	58.93
DDSHXX515016102	3	17	154	2	DDUSWFD13000706	1.94	177.07	638.5	15.73	41.04	54.34
DDSHXX517193402	1	13	172	2	DDSHXX516164602	1.15	226.49	502.67	14.56	45.43	56.47
DDSHXX517005006	3	18	174	2	DDSHXX515077508	1.2	182.71	622.84	11.4	45	57.4
DDSHXX515144301	1	12	152	1	DDSHXX514061012	1.7	163.74	691.95	14.51	38.61	53.81
DDSHXX515190007	3	17	152	1	DDSHXX513002608	1.4	186.15	610.26	11.97	42.7	56.3
DDSHXX517279804	5	17	173	2	DDSHXX515058704	1.1	189.76	600.23	9.86	41.62	56.62
DDSHXX516199901	4	18	162	1	DDSHXX514042108	2.15	180.29	625.94	12.39	44.8	56.98
DDSHXX515230901	5	13	153	1	DDUSWFD13000906	1.96	152.02	743.59	13.33	40.72	55.05
DDSHXX518075406	4	14	181	2	DDSHXX516067004	2.1	194.83	579.48	9.85	40.02	55.99
DDSHXX617107402	2	8	171	2	DDSHXX515241702	1.65	179.21	632.5	13	44.94	56.82
DDSHXX517197403	3	13	172	1	DDSHXX515253702	1.65	197.08	575.15	10.19	40.97	56.24
DDSHXX518111202	2	15	181	2	DDSHXX516296502	2.05	177.61	635.94	13.76	47.39	57.52
DDSHXX516200808	6	11	162	2	DDUSWFD13004106	1.3	167.4	679.21	12.77	43.13	56.19
DDSHXX515236608	2	12	153	2	DDSHXX514042102	1.76	184.74	612.97	18.37	38.35	52.36
DDSHXX517084314	2	13	171	2	DDSHXX515270004	1.5	189.03	600.43	12.95	50.98	59.21
DDSHXX518182001	2	17	182	1	DDSHXX517070304	2.15	152.62	739.42	14.75	43.18	55.52
DDSHXX516071610	4	12	161	2	DDSHXX513026402	2	194.74	580.26	12.31	44.96	57.07
DDSHXX516198908	2	11	162	2	DDSHXX515085302	1.45	203.68	557.49	8.9	44.03	57.9
DDSHXX518033303	2	16	184	1	DDSHXX516201306	1.5	179.29	633.05	9.16	39.2	55.91
DDSHXX517235307	1	11	173	1	DDSHXX516202712	1	174.06	654.95	13.05	38.44	54.25
DDSHXX517289804	3	14	173	2	DDSHXX516060702	2.1	161.1	700.81	15.87	40.31	54
DDSHXX515236301	3	12	153	1	DDSHXX513026006	2.28	183.85	613.11	9.18	35.16	54.32
DDSHXX515169505	1	18	152	1	DDSHXX514087114	1.9	164.12	689.13	13.68	45.85	56.94
DDSHXX516192902	1	11	162	2	DDSHXX515177504	2.35	172.27	653.92	10.84	48.57	59
DDSHXX518231505	2	12	183	1	DDSHXX517071406	1.65	196.1	578.02	8.02	52.76	61.63
DDSHXX518081708	3	14	181	2	DDSHXX516163802	1.25	176.13	645.83	15.16	41.51	54.72
DDSHXX517318308	3	12	174	2	DDSHXX516072806	1.85	162.6	695.88	15.3	46.07	56.46
DDSHXX517072909	3	11	171	1	DDSHXX515128808	1.85	153.23	738.43	21.15	48.37	55.32
DDSHXX516144704	1	14	162	2	DDSHXX515157508	1.7	189.86	596.76	11.1	45.54	57.72
DDSHXX518216414	1	13	182	2	DDSHXX517224902	1.3	186.89	608.38	10.33	39.94	55.79
DDSHXX517061312	5	14	171	2	DDSHXX514077610	1.5	198.39	572.11	13.53	46.06	57.08
DDSHXX516224106	1	16	163	2	DDSHXX515177506	1.8	207.6	545.28	16.6	50.3	57.67
DDSHXX515230906	5	13	153	2	DDUSWFD13000906	1.4	171.18	663.63	18.84	40.44	53.01
DDSHXX517005503	6	11	174	1	DDSHXX513009002	1.55	182.11	622.98	13.21	37.12	53.68
DDSHXX516061501	1	13	161	1	DDSHXX515080606	1.7	178.18	635.87	11.41	42.13	56.27
DDSHXX517107002	1	12	171	2	DDSHXX516134508	2	184.01	614.1	11.34	46.82	58.14
DDSHXX514061807	2	16	142	1	DDUSWFD13003909	1.95	157	720.06	15.9	46.4	56.38
DDSHXX517124312	6	11	171	2	DDSHXX514067206	0.95	200.28	569.45	14.94	45.66	56.43
DDSHXX518047308	2	16	184	2	DDSHXX516255504	1.3	206.89	549.57	14.17	41.85	55.2
DDSHXX514063901	2	16	142	1	DDUSWFD13060011	1.35	159.68	711.74	17.17	45.83	55.71
DDSHXX517213104	1	15	172	2	DDSHXX516212102	1.8	196.49	576.11	9.16	44.75	58.09
DDSHXX515214615	3	14	153	1	DDSHXX513002604	1.16	222.64	511.32	12.85	33.38	52.33
DDSHXX515016602	4	17	154	2	DDUSWFD12030204	1.82	206.11	549.12	12.74	42.25	55.86
DDSHXX517277608	1	17	173	2	DDSHXX516242006	1.1	203.6	559.43	11.39	48.05	58.61
DDSHXX515250004	5	11	153	2	DDUSWFD13002207	1.96	159.62	708.18	20.13	50.27	56.42
DDSHXX517277305	4	18	173	1	DDSHXX515162012	1.3	155.7	730.25	12.25	39.47	54.94
DDSHXX518163008	4	16	182	2	DDSHXX516112606	1.25	204.45	556.37	15.11	49.51	57.88
DDSHXX517130503	3	18	171	1	DDSHXX515162012	1.35	226.13	502.59	14.32	32.26	51.38
DDSHXX515071510	4	9	151	2	DDUSACS13001202	1.2	188.66	603.2	11.74	38.2	54.61
DDSHXX517113601	1	11	171	1	DDSHXX516131406	1.6	188.47	601.69	11.36	44.92	57.39
DDSHXX516185907	1	11	162	1	DDSHXX515160806	1	161.35	706.54	14.42	39.17	54.06
DDSHXX515111003	4	15	151	1	DDUSWFD13060011	2.2	170.23	662.63	20.71	41.67	52.84
DDSHXX515124007	2	13	152	1	DDSHXX513026402	1.48	186.99	607.09	10.18	43.98	57.43
DDSHXX517163312	1	14	172	2	DDSHXX516177104	0.9	202.37	563.82	14.07	47.58	57.48
DDSHXX518202905	1	14	182	1	DDSHXX517196704	1.6	154.95	731.85	11.66	44.43	57.09
DDSHXX515226005	5	13	153	1	DDUSWFD13060010	1.84	173.06	653.88	13.2	40.75	55.11
DDSHXX516059402	4	13	161	2	DDSHXX513024706	2	190.43	593.39	14.24	49.74	58.27
DDSHXX517163305	1	17	172	1	DDSHXX516177104	1.25	171.86	661.88	13.55	51.83	59.34
DDSHXX517099405	1	12	171	1	DDSHXX516076002	1.7	164.49	688.8	15.76	39.23	53.61
DDSHXX513002605	1	11	133	1	DDUSWFD12028308	1.88	156.71	721.84	11.99	41.39	55.78
DDSHXX517140803	1	16	172	1	DDSHXX516126806	1.55	176.29	643.54	12.1	39.77	55.11
DDSHXX517267009	2	16	173	1	DDSHXX516117002	0.95	195.32	583.91	9.51	40.68	56.37
DDSHXX517266003	1	16	173	1	DDSHXX516212908	1.65	160.54	706.05	10.22	41.14	56.3
DDSHXX517094001	1	15	171	1	DDSHXX516085204	1.6	175.11	647.59	12.89	47.5	57.87
DDSHXX618180107	2	2	183	1	DDSHXX417054902	2	175.53	643.76	9.39	42.34	57.06
DDSHXX518128406	1	11	181	2	DDSHXX517142508	1.95	184.36	613.2	11.72	49.51	59.06
DDSHXX515048506	4	16	154	2	DDUSWFD12022804	1.36	202.37	561.55	16.48	43	54.84
DDSHXX618176714	4	2	183	2	DDSHXX416031304	1.55	187.48	605.13	9.6	51.42	60.56
DDSHXX515069102	1	4	151	2	DDSHXX514043604	1.38	168.66	673.66	14.73	42.3	55.18
DDSHXX516217704	1	16	163	2	DDSHXX515228304	1.75	201.61	561.73	7.76	43.77	58.19
DDSHXX517224505	1	15	172	1	DDSHXX516221702	1.75	177.53	637.92	8.58	43.77	57.91
DDSHXX516134605	3	15	162	1	DDSHXX514112004	1.4	165.89	684.79	13.08	39.47	54.65
DDSHXX516146811	4	14	162	1	DDSHXX514051604	2	173.85	649.99	10.53	42.84	56.86
DDSHXX517296504	1	14	173	2	DDSHXX516285406	1.8	167.13	677.32	11.14	49.11	59.11
DDSHXX514112209	3	18	143	1	DDUSWFD13003806	1.96	174.29	648.57	6.08	42.47	58.27
DDSHXX518217206	1	13	182	2	DDSHXX517255010	1.45	176.56	643.12	10.13	44.57	57.68
DDSHXX516174512	4	12	162	2	DDSHXX513009008	1.4	182.22	623.42	17.48	37.42	52.3
DDSHXX517301003	5	14	174	1	DDSHXX515128802	2.05	184.32	612.79	9.89	40.5	56.16
DDSHXX516189505	2	11	162	1	DDSHXX515050902	2.05	183.3	616.2	9.06	42.74	57.33
DDSHXX517083309	3	15	171	1	DDSHXX515152910	1.5	194.84	582.53	15.47	45.51	56.18
DDSHXX518102910	2	15	181	2	DDSHXX516284802	1.65	180.47	628.08	12.72	49.04	58.53
DDSHXX518230907	1	12	183	1	DDSHXX517235008	1.95	176.62	640.07	8.35	39.96	56.49
DDSHXX516207909	2	18	163	1	DDSHXX515107808	1.35	188.14	604.07	12.87	41.15	55.38
DDSHXX617111205	1	9	172	1	DDSHXX616005202	2	199.03	567.75	12.45	43	56.25
DDSHXX515260002	6	18	153	2	DDUSWFD13000707	1.24	207.27	548.85	15.2	39.37	53.87
DDSHXX517200206	2	13	172	2	DDSHXX516079204	1.3	188.17	604.24	13.41	43.06	55.94
DDSHXX516176007	3	12	162	1	DDSHXX514112006	1.3	188.21	604.11	10.08	35.63	54.19
DDSHXX617107605	2	9	171	1	DDSHXX516020002	2.25	194.92	578.44	12.24	48.66	58.55
DDSHXX518083503	1	14	181	1	DDSHXX517086504	1.6	189.17	599.46	13.34	42.47	55.73
DDSHXX518210510	1	15	182	2	DDSHXX517207706	1.7	182.82	619.74	12.22	45.87	57.46
DDSHXX618076701	3	5	181	1	DDSHXX516152304	2	180.26	626.87	7.76	37.54	55.75
DDSHXX517177410	1	14	172	2	DDSHXX516187406	1.7	199.69	567.38	14.67	41.64	54.94
DDSHXX514087814	2	14	142	2	DDUSWFD13006505	1.54	177.43	639.46	7.53	50.02	60.73
DDSHXX517236403	5	11	173	1	DDSHXX515069802	1.6	158.18	716.9	12.03	44.83	57.12
DDSHXX517172004	1	17	172	2	DDSHXX516177506	1.4	193.94	585.75	12.26	40.96	55.52
DDSHXX516115602	1	16	161	2	DDSHXX515091208	2.15	171.33	658.67	15.04	45.66	56.39
DDSHXX518162509	4	16	182	1	DDSHXX516129402	1.55	221.55	512.07	10.97	40.22	55.68
DDSHXX515173308	1	18	152	2	DDSHXX514052506	1.3	194.42	584.82	12.62	41.11	55.45
DDSHXX517100909	4	11	171	1	DDSHXX515069802	1.65	209.26	541.67	10.21	54.21	61.44
DDSHXX517303206	1	12	174	2	DDSHXX516289508	1.5	180.07	630.31	10.46	42.09	56.59
DDSHXX515144804	1	12	152	2	DDSHXX514059310	1.6	162.3	698.71	11.41	34.38	53.23
DDSHXX514074902	2	15	142	2	DDUSWFD12030603	1.7	189.7	597.26	7.73	48.54	60.08
DDSHXX514087103	2	14	142	1	DDUSWFD13000906	1.54	171.42	661.88	8.5	51.98	61.16
DDSHXX517228312	1	12	173	2	DDSHXX516197006	1.35	221.65	512.75	8.49	38.86	56.01
DDSHXX516292904	1	11	164	2	DDSHXX515241710	1.65	190.69	594.42	11.99	47.25	58.08
DDSHXX517099403	1	15	171	1	DDSHXX516076002	1.7	171.7	659.87	12.45	41.08	55.5
DDSHXX516061304	1	13	161	2	DDSHXX515080604	1.3	199.13	570.98	13.06	42.8	55.96
DDSHXX518149201	1	18	182	1	DDSHXX517140104	2.15	171.62	657.56	11.9	45.74	57.52
DDSHXX516285906	3	12	164	2	DDSHXX515010904	1.75	186.9	605.94	11.97	40.79	55.55
DDSHXX518078607	5	14	181	1	DDSHXX515139902	1.35	168.69	673.72	11.37	42.93	56.6
DDSHXX517058903	1	17	171	1	DDSHXX516054102	1.25	198.51	573.02	9.38	48.03	59.3
DDSHXX515152902	2	11	152	2	DDSHXX513036202	1.52	162.64	697.74	13.14	52.81	59.86
DDSHXX517134803	2	18	172	1	DDSHXX516038806	1.6	169.91	667.41	15.27	49.78	57.93
DDSHXX516293604	2	12	164	2	DDSHXX515139902	1.85	184.33	613.84	15.29	48.1	57.26
DDSHXX516156501	1	14	162	1	DDSHXX515160808	1.9	203.69	555.26	9.2	39.89	56.17
DDSHXX513021504	1	12	134	2	DDUSWFD12023206	1.48	177.02	641.28	13.4	46.8	57.41
DDSHXX517317709	4	13	174	1	DDSHXX515253710	2	179.94	627.99	10.04	36.61	54.58
DDSHXX517262002	5	16	173	2	DDSHXX515077506	1.7	178.27	635.55	11.91	45.14	57.28
DDSHXX514117001	3	17	143	1	DDUSACR12028211	1.4	169	672.19	12	43.61	56.65
DDSHXX517240005	2	11	173	1	DDSHXX516107702	1.65	165.52	684.81	9.65	40.31	56.17
DDSHXX516137011	1	15	162	1	DDSHXX515154510	1.3	178.53	636.87	13.07	43.45	56.21
DDSHXX517170903	1	14	172	1	DDSHXX516190402	1.8	184.51	613.52	9.13	42.63	57.27
DDSHXX517116908	4	11	171	2	DDSHXX515068504	1.4	225.28	504.26	10.43	44.45	57.53
DDSHXX516012105	2	17	164	1	DDSHXX514113602	2.02	161.02	701.65	16.29	38.49	53.14
DDSHXX517323004	4	15	174	2	DDSHXX515176502	1.3	178.58	636.69	13.55	53.28	59.91
DDSHXX518146004	2	18	182	2	DDSHXX517033106	1.2	215.56	527.93	11.71	42.71	56.4
DDSHXX516261305	1	15	163	1	DDSHXX515218204	0.75	197.81	577.57	9.77	45.52	58.18
DDSHXX517239602	2	11	173	2	DDSHXX516097802	1.45	185.79	611.17	9.69	38.96	55.63
DDSHXX517300505	3	14	174	1	DDSHXX516060704	1.6	167.63	676.49	8.89	42.25	57.2
DDSHXX517093912	2	15	171	2	DDSHXX515218204	1.55	186.24	609.16	12.55	51.41	59.52
DDSHXX514078605	2	15	142	1	DDUSWFD13002207	2.26	170.23	662.28	16.87	42.96	54.69
DDSHXX514084203	2	15	142	1	DDUSWFD13020305	2.08	164.53	686.32	5.61	40.48	57.65
DDSHXX517295903	2	14	173	1	DDSHXX516145802	1.95	170.79	661.92	10.75	46.63	58.27
DDSHXX518129502	3	12	181	2	DDSHXX516164208	2.2	187.49	601.63	11.67	43.85	56.86
DDSHXX518109506	1	15	181	2	DDSHXX517118302	1.15	184.76	616.2	9.62	48.47	59.39
DDSHXX514088002	2	14	142	2	DDUSWFD13004208	1.6	180.3	628.95	10.27	52.12	60.6
DDSHXX516269206	2	15	163	2	DDSHXX515162012	1.7	175.6	645.22	10.98	46.27	58.05
DDSHXX517112501	1	11	171	1	DDSHXX516128804	1.8	166.06	681.68	17.03	49.73	57.29
DDSHXX515236601	2	12	153	1	DDSHXX514042102	2.28	155.27	725.96	11.24	39.96	55.48
DDSHXX618090504	3	6	181	2	DDSHXX516142904	1.7	173.3	653.78	8.95	47.36	59.19
DDSHXX514062205	2	16	142	1	DDUSWFD13006206	1.55	181.08	626.52	9.6	45.62	58.28
DDSHXX516271203	2	15	163	1	DDSHXX515161804	1.65	180	629.72	12.56	46.16	57.45
DDSHXX518085103	1	14	181	1	DDSHXX517086502	1.9	168.97	669.35	12.48	45.38	57.18
DDSHXX516108503	5	16	161	1	DDSHXX513007412	1.75	187.6	603.68	11.23	43.56	56.9
DDSHXX517287701	6	17	173	1	DDSHXX514157704	2.1	189.04	597.23	9.92	45.16	57.98
