id	parity	herd	ys	sex	dam	bw	day115	adg115	bf115	lma115	lean115
DDSHXX516134502	6	15	162	2	DDUSWFD13006205	2.15	192.31	586.81	13.98	43.98	56.1
DDSHXX518054808	1	16	181	2	DDSHXX517079406	1.3	202.74	560.82	9.56	45.16	58.11
DDSHXX516089105	3	11	161	1	DDSHXX514051904	2.24	184.51	611.13	20.53	50.14	56.23
DDSHXX515182703	5	16	152	1	DDUSWFD13020007	1.9	193	586.01	16.58	45.12	55.64
DDSHXX516055906	4	13	161	2	DDSHXX513019502	1.3	211.66	537.18	13.51	38.22	54
DDSHXX516231805	1	17	163	1	DDSHXX515256704	1.65	167.38	677.2	13.56	39.48	54.48
DDSHXX518013710	1	12	184	2	DDSHXX517045308	1.55	198.76	570.79	17.95	49.34	56.82
DDSHXX515172405	1	18	152	1	DDSHXX514087112	1.6	174.53	649.75	10.76	45.27	57.73
DDSHXX514124702	1	17	143	2	DDSHXX513007412	1.64	173.98	651.57	15.22	57.42	60.95
DDSHXX514190802	1	13	144	2	DDSHXX513004602	1.84	171.8	658.67	18.46	41.53	53.57
DDSHXX517253503	1	18	173	1	DDSHXX516247102	2.15	173.46	650.58	5.48	38.99	57.11
DDSHXX513016506	1	12	134	2	DDUSWFD12023205	1.18	213.61	532.84	9.89	48.14	59.17
DDSHXX517057202	2	17	171	2	DDSHXX515230902	1.85	201.52	561.48	13.78	40.36	54.75
DDSHXX516177205	2	12	162	1	DDSHXX515080604	1.7	161.12	703.2	12.98	38.34	54.24
DDSHXX517110107	6	11	171	1	DDSHXX514048810	1.3	173.49	655.37	13.35	43.24	56.03
DDSHXX514170410	1	12	144	2	DDSHXX513009002	1.54	180.82	627.47	13.9	48.77	58.01
DDSHXX518201702	1	14	182	2	DDSHXX517197402	1.6	204.45	554.66	8.88	43.2	57.58
DDSHXX516084308	4	11	161	2	DDSHXX513024702	1.52	181.64	624.75	16.57	55.61	59.77
DDSHXX517088911	1	15	171	1	DDSHXX516107702	1.1	194.02	587.05	11.24	45.03	57.47
DDSHXX517300506	3	14	174	2	DDSHXX516060704	1.15	188.31	604.59	12.64	44.23	56.67
DDSHXX514106708	3	18	143	2	DDUSACS13000405	1.1	167.32	680.73	17.36	54.89	59.21
DDSHXX517226305	1	12	173	1	DDSHXX516192902	1.2	196.57	578.93	11.39	35.49	53.67
DDSHXX516284804	2	12	164	2	DDSHXX515158906	2	175.75	642.96	13.47	45.91	57.04
DDSHXX517314910	4	12	174	2	DDSHXX515265310	2	171.28	659.74	9.25	49.37	59.87
DDSHXX516087907	3	11	161	1	DDSHXX514067210	1.32	207.14	548.81	11.22	53.33	60.74
DDSHXX517219406	2	15	172	2	DDSHXX516091104	1.5	177.35	639.98	9.61	46.9	58.78
DDSHXX516262110	1	13	163	2	DDSHXX515273110	1.3	173.9	653.82	17.85	46.32	55.67
DDSHXX515255206	3	11	153	2	DDSHXX513024708	2.08	179.11	630.45	14.07	41.76	55.2
DDSHXX517109812	3	11	171	2	DDSHXX515154502	1.5	185.29	612.55	13.85	45.89	56.9
DDSHXX518164702	4	16	182	2	DDSHXX516137002	1.8	215.49	525.31	9.38	42.94	57.3
DDSHXX515257608	2	11	153	2	DDSHXX514067210	1.4	195.55	580.93	17	47.86	56.57
DDSHXX516061402	3	13	161	2	DDSHXX513009008	2.2	189.55	595.09	12.97	48.68	58.3
DDSHXX515209513	1	15	153	1	DDSHXX514105304	1.76	159.66	709.26	19.14	42.28	53.63
DDSHXX517220801	1	15	172	1	DDSHXX516222404	1.7	180	629.44	9.7	43.18	57.28
DDSHXX516099202	6	18	161	2	DDUSWFD13021206	1.28	180.91	628.6	13.79	62.02	63.25
DDSHXX514052503	2	18	141	1	DDUSWFD13020007	1.98	173.14	652.77	12.09	49.03	58.75
DDSHXX518173505	3	16	182	1	DDSHXX516205202	1.5	196.88	576.49	10.01	42.71	56.99
DDSHXX516263212	4	13	163	2	DDSHXX514064304	1.55	204.88	553.74	10.75	49.68	59.47
DDSHXX518188809	2	14	182	1	DDSHXX517018606	1.75	175.72	644.49	12.5	41.04	55.46
DDSHXX516252009	2	13	163	1	DDSHXX515147008	1.15	156.6	727.01	12.01	49.42	58.93
DDSHXX516233210	2	17	163	2	DDSHXX515100810	1.45	194.24	584.59	14.21	49.32	58.12
DDSHXX517155701	1	16	172	1	DDSHXX516177002	1.5	180.7	628.11	11.82	48.44	58.61
DDSHXX617103611	2	9	171	1	DDSHXX516013308	1.85	167.2	676.73	11.79	39.25	55.01
DDSHXX515229012	1	13	153	2	DDSHXX514155802	1.56	184.19	615.89	12.47	43.24	56.34
DDSHXX518155901	6	16	182	1	DDSHXX515041512	2.05	167.5	674.33	9.7	40.3	56.15
DDSHXX518004704	1	15	184	2	DDSHXX516285402	1.9	200.89	562.99	11.99	42.65	56.28
DDSHXX518070702	2	17	181	2	DDSHXX516253504	2.1	201	561.69	10.63	39.85	55.65
DDSHXX517307701	3	14	174	1	DDSHXX516053402	1.65	187.18	605.57	10.55	38.57	55.18
DDSHXX517228603	1	12	173	1	DDSHXX516192904	1.95	172.6	654.98	16.79	39.33	53.29
DDSHXX518100702	3	14	181	2	DDSHXX516190402	1.85	177.33	638.08	12.17	43.13	56.4
DDSHXX517102801	1	12	171	1	DDSHXX516084704	1.9	175.44	644.66	8.43	41.59	57.1
DDSHXX517091305	3	15	171	1	DDSHXX515163508	2.4	180.61	623.44	11.21	40.1	55.55
DDSHXX518220505	4	13	182	1	DDSHXX516125504	2.3	169.14	666.31	7.94	39.43	56.43
DDSHXX518243803	5	12	183	1	DDSHXX516078304	1.6	173.21	654.7	11.68	50.92	59.63
DDSHXX514079213	2	15	142	1	DDUSWFD13021808	1.82	163.14	693.76	12.09	42.8	56.3
DDSHXX617105206	1	9	171	2	DDSHXX416036804	1.65	185.2	612.04	10.01	52	60.64
DDSHXX515177709	1	18	152	1	DDSHXX514088104	1.9	202.96	557.25	10.82	41.13	56.09
DDSHXX516200214	4	18	162	2	DDSHXX514061304	1.05	210.32	541.79	16.49	39.72	53.55
DDSHXX517229808	1	11	173	2	DDSHXX516197004	1.35	228.42	497.55	9.89	47.08	58.75
DDSHXX515200804	5	17	153	2	DDUSACS13001401	1.16	199.82	569.71	16.89	42.89	54.66
DDSHXX516233201	2	17	163	1	DDSHXX515100810	1.75	167.03	678.02	8.8	52.14	61.12
DDSHXX516033509	3	15	164	1	DDSHXX514051604	1.28	186.78	608.84	13.67	31.63	51.36
DDSHXX515017606	1	17	154	2	DDSHXX513034902	1.32	198.48	572.75	14	42.83	55.64
DDSHXX517180206	4	14	172	2	DDSHXX515128806	1.15	225.91	503.96	10.83	46.65	58.25
DDSHXX517250004	2	18	173	2	DDSHXX516120106	1.7	208.83	542.55	11.31	40.83	55.8
DDSHXX518139202	1	11	182	2	DDSHXX517113002	1.75	205.65	550.69	11.37	42.88	56.58
DDSHXX618170002	4	2	182	2	DDSHXX516141406	1.7	233.2	485.85	9.34	52.55	61.09
DDSHXX618097107	4	6	181	1	DDSHXX516062514	2.1	189.86	594.65	9.82	47.42	58.91
DDSHXX516075502	1	12	161	2	DDSHXX515084106	1.96	196.88	574.16	10.56	47.55	58.7
DDSHXX517093903	2	15	171	1	DDSHXX515218204	1.75	166.06	681.98	10.87	46.96	58.36
DDSHXX618127602	5	2	182	2	DDSHXX515244208	1.5	177.64	638.93	12.38	43.86	56.61
DDSHXX515033713	1	16	154	1	DDSHXX513012202	1.1	196.26	580.35	15.02	38.1	53.43
DDSHXX516267004	5	15	163	2	DDSHXX514042004	1.8	185.81	609.22	10.11	44.84	57.79
DDSHXX516225303	1	16	163	1	DDSHXX515204404	1.5	167.97	675.72	10.52	42.57	56.76
DDSHXX516292902	1	12	164	2	DDSHXX515241710	1.65	164.83	687.68	17.69	47.19	56.07
DDSHXX516296401	1	18	164	1	DDSHXX515273106	1.3	214.74	529.48	12.06	48.17	58.42
DDSHXX516018108	1	16	164	2	DDSHXX515005910	1.68	176.6	641.68	15.46	39.96	54.01
DDSHXX518002713	2	12	184	1	DDSHXX516187108	1.25	171	665.2	11.81	40.32	55.42
DDSHXX518000508	5	15	184	2	DDSHXX515147008	1.2	208.87	544.84	11.96	47.33	58.12
DDSHXX516105706	2	16	161	2	DDSHXX514179202	1.35	227.98	498.51	19.36	39.35	52.4
DDSHXX515107805	2	15	151	1	DDSHXX513024708	2.2	166.61	677.03	14.51	37.97	53.56
DDSHXX516057006	1	14	161	2	DDSHXX515065604	2	168.14	672.06	12.62	40.39	55.17
DDSHXX516166307	4	13	162	1	DDSHXX514050006	1.8	155.9	726.11	16.43	43.06	54.88
DDSHXX514074509	2	16	142	1	DDUSWFD13002409	2.1	151.96	742.96	11.58	46.85	58.07
DDSHXX516006502	1	16	164	2	DDSHXX515004104	1.5	177.6	639.08	15.48	43.97	55.57
DDSHXX517061004	2	17	171	2	DDSHXX515253702	2.45	187.5	600.27	14.93	46.49	56.76
DDSHXX514118304	3	18	143	2	DDUSWFD12022804	1.52	192.41	589.78	12.01	42.06	56.04
DDSHXX514059303	2	18	141	1	DDUSWFD13004006	1.65	181.08	625.97	12.4	51.74	59.7
DDSHXX516214403	3	18	163	1	DDSHXX514185206	0.95	176.9	644.71	9.79	32.4	53.02
DDSHXX518241803	2	12	183	1	DDSHXX517116406	1.8	169.91	666.24	11.22	47.19	58.33
DDSHXX618134106	1	2	182	2	DDSHXX417067204	1.1	193.75	587.87	14.44	46.45	56.91
DDSHXX516108512	5	16	161	2	DDSHXX513007412	1.55	193.87	585.19	15.9	50.34	57.93
DDSHXX515199802	1	17	153	2	DDSHXX514106908	1.6	193.41	586.32	17.09	40.59	53.68
DDSHXX517143802	4	16	172	2	DDSHXX515005904	1.5	192.28	590.29	10.58	49.35	59.4
DDSHXX516283410	3	12	164	2	DDSHXX515035206	1.9	163.46	691.91	17.65	44.98	55.21
DDSHXX514047001	2	10	141	1	DDUSWFD13020506	2.36	158.1	712.46	13.2	44.39	56.54
DDSHXX515169005	1	18	152	1	DDSHXX514067202	1.8	201.18	562.68	12.65	36.21	53.52
DDSHXX518148807	1	18	182	1	DDSHXX517140106	1.75	190.67	593.96	8.71	44.22	58.04
DDSHXX518150307	2	16	182	1	DDSHXX517018610	1.85	198	571.46	11.1	44.2	57.2
DDSHXX518126602	1	12	181	2	DDSHXX517156106	1.5	194.79	582.68	12.12	41.85	55.92
DDSHXX518148405	1	18	182	1	DDSHXX517141502	1.8	194.94	580.69	11.59	37.78	54.5
DDSHXX517226802	2	12	172	2	DDSHXX516086702	2.15	162.76	693.35	9.09	50.84	60.51
DDSHXX517323008	4	15	174	2	DDSHXX515176502	1.55	188.7	601.22	9.75	45.49	58.17
DDSHXX517275111	3	17	173	1	DDSHXX516045604	1.35	186.31	610	14.63	41.13	54.76
DDSHXX516278014	3	12	164	2	DDSHXX515069802	1.1	179.08	636.03	12.58	50.37	59.1
DDSHXX518118203	4	12	181	1	DDSHXX516079204	1.7	193.5	585.53	11.11	45.39	57.66
DDSHXX517279909	2	17	173	1	DDSHXX516124406	1.3	189.88	598.8	12.59	40.95	55.4
DDSHXX518059304	6	17	181	2	DDSHXX515077506	1.7	208.67	542.96	11.31	43.35	56.79
DDSHXX518166805	1	16	182	1	DDSHXX517166306	1.75	174.79	647.92	9.53	43.57	57.5
DDSHXX517191601	1	13	172	1	DDSHXX516184004	1.55	182.2	622.67	13.42	38.26	54.05
DDSHXX518001609	1	12	184	1	DDSHXX517033902	1.6	178.75	634.41	10.08	47.56	58.87
DDSHXX518011005	2	12	184	1	DDSHXX516174508	1.3	184.35	616.76	13.47	40.03	54.73
DDSHXX517266006	1	16	173	2	DDSHXX516212908	1.05	191.72	594.36	10.13	46.4	58.4
DDSHXX516103004	1	18	161	2	DDSHXX515110906	1.7	187.44	604.46	15.43	63.2	63.15
DDSHXX515261705	2	18	153	1	DDSHXX514078606	1.56	184.9	613.52	17.01	34.76	51.42
DDSHXX515173611	1	18	152	1	DDSHXX514059802	1.8	156.6	722.86	13.26	49.54	58.54
DDSHXX517277301	4	16	173	1	DDSHXX515162012	1.75	164.46	688.62	9.55	49.94	59.99
DDSHXX618077701	1	6	181	1	DDSHXX417043304	1.75	209.56	540.42	10.86	40.68	55.9
DDSHXX515158902	1	11	152	2	DDSHXX514075308	1.8	162.36	697.22	13.63	54.04	60.18
DDSHXX517134113	3	18	172	1	DDSHXX515170304	0.9	187.38	608.92	11	45.51	57.74
DDSHXX514105809	3	18	143	1	DDUSWFD13021509	2.5	160.71	700.02	11.11	46.71	58.18
DDSHXX517033501	6	18	174	1	DDSHXX513002604	1.85	192.11	588.99	8.49	34.9	54.45
DDSHXX515142806	1	12	152	2	DDSHXX514052004	1.7	186.47	607.6	11.18	35.65	53.81
DDSHXX517033908	3	16	174	2	DDSHXX515110906	1.5	190.28	596.49	12.76	46.04	57.34
DDSHXX515124011	2	13	152	1	DDSHXX513026402	1.56	170.72	664.48	11.49	40.81	55.73
DDSHXX516158902	3	13	162	2	DDSHXX514105506	1.85	194.6	581.45	12.18	51.15	59.55
DDSHXX514087104	2	14	142	2	DDUSWFD13000906	1.3	173.74	654.43	14.39	49.1	57.97
DDSHXX516267401	2	15	163	1	DDSHXX515106608	1.4	168.25	675.19	13.51	41.22	55.18
DDSHXX517057905	2	17	171	1	DDSHXX515261004	1.5	204.89	553.96	10.81	51.19	60.04
DDSHXX516254903	1	13	163	1	DDSHXX515260906	1.9	158.86	711.95	10.75	43.77	57.15
DDSHXX517297302	1	14	173	2	DDSHXX516262804	1.6	180.19	629.34	13.39	46.62	57.35
DDSHXX517180203	4	14	172	1	DDSHXX515128806	2.05	201.8	559.71	8.42	46.68	59.11
DDSHXX515175203	1	18	152	1	DDSHXX514087116	1.7	197.82	572.74	13.22	41.65	55.45
DDSHXX516261304	1	13	163	2	DDSHXX515218204	1.2	169.61	670.95	10.5	48.13	58.95
DDSHXX516062510	3	13	161	2	DDSHXX514065909	2.3	179.54	627.72	14.25	41.66	55.1
DDSHXX517227913	2	12	173	1	DDSHXX516066802	1.1	191.57	594.56	8.33	38.87	56.07
DDSHXX517154704	1	16	172	2	DDSHXX516145802	1.6	185.54	611.19	10.97	47.31	58.46
DDSHXX517143007	4	16	172	1	DDSHXX515085302	1.5	159.67	710.84	10.63	44.04	57.3
DDSHXX516155902	2	14	162	2	DDSHXX515041202	1.8	174.54	648.56	11.76	43.93	56.86
DDSHXX514136901	3	11	143	1	DDUSACS13001401	2.04	183.03	617.17	12.09	43.59	56.61
DDSHXX517172104	1	17	172	2	DDSHXX516189506	1.4	187.27	606.61	12.26	43.78	56.62
DDSHXX515196301	1	17	153	1	DDSHXX514110304	1.6	189.92	597.09	13.03	42.72	55.94
DDSHXX517229202	1	12	173	2	DDSHXX516220706	1.65	187.95	603.09	8.93	41.82	57.02
DDSHXX618130002	6	2	182	2	DDSHXX515074702	1.3	185.21	613.9	11.98	46.25	57.69
DDSHXX518061802	1	17	181	2	DDSHXX517072904	1.9	184.17	614.11	12.78	40.15	55.02
DDSHXX517161902	2	17	172	2	DDSHXX516060702	1.75	215.26	526.11	10.24	55.67	62
DDSHXX515171604	1	16	152	2	DDSHXX514087002	1.5	215.51	526.66	17.26	46.8	56.06
DDSHXX517124101	5	11	171	1	DDSHXX514149702	2.3	180.89	623.03	9.19	45.08	58.21
DDSHXX516225601	6	16	163	1	DDSHXX513007412	1.8	184.69	612.92	9.87	41.07	56.4
DDSHXX516254904	1	13	163	2	DDSHXX515260906	1.75	167.36	676.68	10.44	46.88	58.48
DDSHXX518129109	3	12	181	1	DDSHXX516212102	2	165.27	683.73	11.07	44.36	57.27
DDSHXX516187205	2	11	162	1	DDSHXX515052904	1.95	148.95	758.98	13.55	39.09	54.33
DDSHXX516135505	3	15	162	1	DDSHXX514066606	0.85	197.86	576.92	10.41	37.11	54.65
DDSHXX517275105	3	17	173	1	DDSHXX516045604	1.65	183.18	618.79	12.32	39.01	54.73
DDSHXX518110401	1	15	181	1	DDSHXX517109602	1.6	192	590.63	10.59	34.93	53.73
DDSHXX517033902	3	18	174	2	DDSHXX515110906	1.8	163.14	693.88	15.25	56.36	60.52
DDSHXX517271003	2	16	173	1	DDSHXX516129504	1.55	209.94	540.39	7.62	36.64	55.44
DDSHXX618071701	5	5	181	1	DDSHXX515202306	1.95	196.59	575.05	11.41	45.49	57.59
DDSHXX518110107	4	15	181	1	DDSHXX516060708	1.3	178.64	636.48	8.53	40.64	56.7
DDSHXX617108810	1	8	171	2	DDSHXX416030502	1.3	188.82	602.16	13.23	44.31	56.49
DDSHXX517094003	1	15	171	1	DDSHXX516085204	1.6	160.12	708.22	14.06	44.24	56.18
DDSHXX517308906	3	12	174	2	DDSHXX516078304	1.55	177.17	640.35	15.17	50.05	58.07
DDSHXX516296402	1	18	164	2	DDSHXX515273106	1.4	208.07	545.97	10.8	46.63	58.25
DDSHXX517015210	3	18	174	2	DDSHXX515041202	1	187.19	609.01	11.66	44.12	56.97
DDSHXX516077604	2	12	161	2	DDSHXX514130704	2.24	157.39	716.44	15.32	40.77	54.37
DDSHXX516030805	2	15	164	1	DDSHXX514087108	2.16	177.01	637.48	10.87	46.22	58.07
DDSHXX517240605	4	18	173	1	DDSHXX515163304	1.8	166.96	678.01	12.34	40.77	55.41
DDSHXX516224107	1	16	163	1	DDSHXX515177506	1.8	193.01	586.5	15.51	45.77	56.27
DDSHXX516041706	3	15	164	2	DDSHXX514059710	1.44	196.69	577.36	15.95	40.31	53.97
DDSHXX518249601	5	11	183	1	DDSHXX516063008	2.3	194.17	580.42	7.37	41.06	57.27
DDSHXX518232806	4	12	183	2	DDSHXX516190402	1.4	169.1	671.79	7.86	40.58	56.91
DDSHXX517276106	4	17	173	2	DDSHXX515139902	1.95	173.21	652.68	13.31	41.09	55.2
DDSHXX515113702	4	14	151	2	DDUSWFD13000906	2.7	148.82	754.6	12.64	45.53	57.18
DDSHXX517087809	2	15	171	1	DDSHXX515261308	1.6	184.5	614.63	10.29	43.3	57.12
DDSHXX517317702	4	12	174	2	DDSHXX515253710	1.85	180.56	626.66	11.65	46.41	57.87
DDSHXX517090506	5	15	171	2	DDSHXX514095004	1.45	182.18	623.28	14.96	41.01	54.59
DDSHXX517207708	4	15	172	2	DDSHXX515128808	1.4	194.44	584.24	9.02	48.72	59.7
DDSHXX517129915	4	18	171	1	DDSHXX515053108	1.25	185.47	613.31	9.4	48.66	59.54
DDSHXX517238408	2	11	173	2	DDSHXX516087304	1.55	180.1	629.93	13.22	44.92	56.74
DDSHXX515260004	6	18	153	2	DDUSWFD13000707	1	212.63	536.14	17.87	46.64	55.79
DDSHXX515068504	1	5	151	2	DDSHXX513009008	1.38	169.45	670.52	15.41	42.26	54.93
DDSHXX518068705	1	14	181	1	DDSHXX517076208	1.7	172.03	658.61	15.25	38.26	53.41
DDSHXX517324306	5	15	174	2	DDSHXX515134004	1.4	212.22	535.29	13.86	44.42	56.32
DDSHXX515268103	1	18	154	1	DDSHXX514181208	1.56	191.85	591.3	9.07	41.98	57.03
DDSHXX517201708	1	13	172	2	DDSHXX516174508	2.05	160.9	701.99	15.16	44.84	56.03
DDSHXX517197404	3	13	172	2	DDSHXX515253702	1.9	175.06	646.06	10.23	46.7	58.48
DDSHXX518127210	1	12	181	2	DDSHXX517151604	2	183.37	616.24	14.75	45.97	56.61
DDSHXX518118204	4	12	181	2	DDSHXX516079204	1.65	196.07	578.11	9.14	44.32	57.93
DDSHXX518227702	4	12	183	2	DDSHXX516136904	1.9	173.91	650.34	9.93	41.02	56.36
DDSHXX516037301	2	13	164	1	DDSHXX514095010	1.76	176.1	643.04	14.65	42.26	55.19
DDSHXX618077806	3	5	181	2	DDSHXX516162104	1.75	179.9	629.52	17.73	37.77	52.35
DDSHXX517295905	2	14	173	1	DDSHXX516145802	2.05	163.85	689.35	12	47.37	58.13
DDSHXX518237606	1	12	183	2	DDSHXX517233304	1.25	185.91	611.86	13.97	46.56	57.12
DDSHXX514078704	2	15	142	2	DDUSWFD13004106	1.38	186.92	607.85	14.19	49.9	58.35
DDSHXX517101605	5	12	171	1	DDSHXX514155802	1.75	170.75	663.25	10	49.95	59.84
DDSHXX518187304	1	14	182	2	DDSHXX517157402	1.85	171.74	658.84	10.85	45.87	57.94
DDSHXX517104006	3	12	171	2	DDSHXX515163304	1.95	209.27	540.21	11.96	44.43	56.99
DDSHXX516144205	1	14	162	1	DDSHXX515142404	1.7	197.2	574.54	9.1	45.81	58.53
DDSHXX518232807	4	12	183	1	DDSHXX516190402	1.5	172.48	658.05	7.99	44	58.2
DDSHXX516251904	1	13	163	2	DDSHXX515250004	1.65	174.6	649.2	10.88	38.35	54.97
DDSHXX517241301	2	16	173	1	DDSHXX516129402	2.2	169.54	665.33	14.1	52.35	59.35
DDSHXX518243806	5	12	183	2	DDSHXX516078304	1.6	182.78	620.42	10.2	46.27	58.32
DDSHXX517224308	6	12	172	2	DDSHXX514049908	1.45	208.15	545.52	10.97	41.23	56.07
DDSHXX517241208	1	18	173	2	DDSHXX516248404	1.5	220.93	513.74	8.72	41.24	56.86
DDSHXX517323104	2	15	174	2	DDSHXX516172210	1.1	188.7	603.6	11.2	43.04	56.7
DDSHXX514160104	3	12	143	2	DDUSWFD13021809	1.96	178.42	633.56	15.52	48.48	57.33
DDSHXX515226908	1	13	153	2	DDSHXX514136912	1.36	208.13	546	17.88	41.86	53.91
DDSHXX516020007	3	16	164	1	DDSHXX514042004	1.44	185.67	611.62	10.75	44.32	57.36
DDSHXX518237905	1	12	183	1	DDSHXX517256404	1.65	191.89	590.7	9.62	48.82	59.53
DDSHXX514113309	3	18	143	1	DDUSWFD13020404	1.76	178.46	634.54	9.51	37.78	55.23
DDSHXX518081701	3	14	181	1	DDSHXX516163802	1.65	168.58	672.38	16.02	39.33	53.56
DDSHXX517295908	2	14	173	2	DDSHXX516145802	1.55	197.53	574.34	12.05	47.67	58.23
DDSHXX517088601	1	15	171	1	DDSHXX516115702	1.4	198.13	573.36	11.87	42.77	56.36
DDSHXX515195606	1	17	152	2	DDSHXX514105310	1.92	176.54	640.53	10.63	48.66	59.11
DDSHXX516263104	2	15	163	2	DDSHXX515152910	1.65	173.52	653.24	13.93	49.6	58.33
DDSHXX517130310	1	18	171	2	DDSHXX516118802	1.15	202.68	561.72	12.82	49.01	58.48
DDSHXX515154001	5	11	152	1	DDUSWFD13021509	1.92	162.06	697.77	12.54	50.54	59.18
DDSHXX515205209	2	15	153	1	DDSHXX514050404	1.56	190.3	596.11	9.1	44.48	58
DDSHXX516297507	5	12	164	1	DDSHXX514059004	1.9	179.88	628.75	11.07	48.18	58.77
DDSHXX516076501	4	12	161	1	DDSHXX513016504	2.12	167.73	672.99	13.09	NA	64.29
DDSHXX517069308	1	14	171	2	DDSHXX516072806	1.25	199.42	570.4	13.81	36.32	53.15
DDSHXX518198201	3	15	182	1	DDSHXX516260606	1.9	173.21	652.96	12.35	40.94	55.48
DDSHXX517255011	1	18	173	1	DDSHXX516205202	1.2	216.41	525.85	10.16	35.32	54.04
DDSHXX514187805	3	13	144	1	DDUSWFD13000906	1.92	161.52	700.1	10.1	41.04	56.3
DDSHXX515218409	1	14	153	1	DDSHXX514105604	1.4	165.84	685	12.86	43.4	56.27
DDSHXX516172208	1	11	162	2	DDSHXX515155204	1.75	184.75	612.99	9.88	50.05	59.92
DDSHXX517271301	3	16	173	1	DDSHXX516032602	1.6	191.41	592.45	8.89	40.53	56.53
DDSHXX518175505	3	17	182	1	DDSHXX516247802	1.15	182.55	623.66	13.04	35.82	53.23
DDSHXX618175306	5	2	183	2	DDSHXX616121802	1.5	236.61	479.69	11.31	44.37	57.19
DDSHXX516016201	6	17	164	1	DDUSWFD13020606	2.12	175.3	643.92	10.15	39.87	55.83
DDSHXX514046604	2	10	141	2	DDUSWFD13002408	1.74	182.06	622.1	17.58	51.19	57.68
DDSHXX516217707	1	16	163	1	DDSHXX515228304	1.5	190.46	595.93	11.55	41.27	55.89
DDSHXX515115803	1	14	151	1	DDSHXX514065909	2.2	148.54	759.39	13.32	42.91	55.91
DDSHXX515227501	5	13	153	1	DDUSWFD13022607	2.28	157.81	714.28	16.62	42.29	54.52
DDSHXX516283401	3	12	164	1	DDSHXX515035206	2	165.88	681.22	10.36	46.58	58.39
DDSHXX517227905	2	12	173	1	DDSHXX516066802	1.75	173.66	652.14	9.74	40.03	56.03
DDSHXX515241903	6	12	153	1	DDUSACS12022403	1.52	205.21	552.99	11.37	41.5	56.04
DDSHXX518091410	2	14	181	2	DDSHXX516262104	1.8	174.05	650.39	12.44	44.38	56.8
DDSHXX618173706	6	2	182	2	DDSHXX515178402	1.9	206.33	548.15	9.7	48.1	59.22
DDSHXX516199310	4	18	162	2	DDSHXX514059008	1.6	175.41	646.49	13.44	39.69	54.61
DDSHXX517252102	1	16	173	2	DDSHXX516245804	1.7	189.67	597.35	11.45	48.91	58.92
DDSHXX516267906	1	15	163	2	DDSHXX515265808	1.3	184.85	615.09	13.3	45.5	56.94
DDSHXX517203405	6	13	172	1	DDSHXX514061802	1.8	197.47	573.25	9.38	39.2	55.83
DDSHXX517061702	2	17	171	2	DDSHXX515253710	1.9	186.43	606.66	14.94	39.97	54.19
DDSHXX517079401	2	13	171	1	DDSHXX515264010	2	172	656.98	13.5	45	56.67
DDSHXX514110308	3	18	143	2	DDUSWFD12023207	1.3	193.76	586.81	13.54	44.48	56.45
DDSHXX516123809	1	17	161	1	DDSHXX515154502	1.45	169.46	670.07	12.94	29.59	50.81
DDSHXX517236910	6	12	173	2	DDSHXX514110306	1.7	202.53	559.42	10.14	42.11	56.71
DDSHXX516244507	1	14	163	1	DDSHXX515253710	1.9	165	685.45	15.43	47.29	56.9
DDSHXX515154610	5	11	152	2	DDUSWFD13020506	1.5	188.18	603.15	11.88	46.91	57.99
DDSHXX517072804	6	14	171	2	DDSHXX513026508	2.1	192.31	587.07	11.73	45.63	57.54
DDSHXX517162310	4	17	172	2	DDSHXX515090014	1.25	228.65	497.49	8.71	44.43	58.12
DDSHXX514161402	3	12	143	2	DDUSWFD13022307	2.06	148.09	762.64	14.49	48.91	57.86
DDSHXX515191504	5	17	152	2	DDUSACR12032202	1.88	190.23	594.65	12.71	46.34	57.47
DDSHXX515039201	4	16	154	1	DDUSWFD12022806	1.7	200.76	564.36	13.34	39.32	54.5
DDSHXX515010905	4	18	154	1	DDUSWFD12028308	1.86	165	685.7	10.43	38.98	55.38
DDSHXX515191602	1	17	152	2	DDSHXX514101306	2.08	189.5	595.88	15.7	43.76	55.41
DDSHXX516144907	1	14	162	1	DDSHXX515155202	1.55	219.24	517.47	11.45	41.77	56.12
DDSHXX516141914	2	14	162	2	DDSHXX515041508	1.5	200.86	565.07	14.64	41.91	55.06
DDSHXX517100409	1	12	171	1	DDSHXX516089206	1.25	167.97	677.2	9.62	44.11	57.68
DDSHXX514082703	2	15	142	1	DDUSWFD13006504	1.8	172.53	656.12	8.94	38.7	55.79
DDSHXX515237005	5	12	153	1	DDUSWFD13021905	1.64	185.16	612.23	10.54	41.47	56.32
DDSHXX517224306	6	12	172	2	DDSHXX514049908	1.5	186.7	607.93	13.55	39.11	54.34
DDSHXX518136402	2	11	182	2	DDSHXX517005004	1.85	201.5	561.54	13.56	42.99	55.86
DDSHXX517125502	4	18	171	2	DDSHXX515054102	1.8	188.96	599.07	11.02	45.3	57.66
DDSHXX518040101	3	16	184	1	DDSHXX516079704	1.3	201.5	564.27	11.76	37.35	54.27
DDSHXX517091903	4	15	171	1	DDSHXX515041512	2	177.66	636.05	10.81	44.98	57.6
DDSHXX517141406	1	16	172	2	DDSHXX516134004	1.05	208.74	545.89	10.98	44.1	57.2
DDSHXX517305001	5	14	174	1	DDSHXX515128806	1.75	185.29	611.2	7.98	45.7	58.87
