ind	sire	dam
DDSHXX516199805	DDSHXX515169505	DDUSACS13000706
DDSHXX516057406	DDSHXX514179501	DDUSWFD13022607
DDSHXX618078502	DDGXRX616075703	DDSHXX515177102
DDSHXX516106603	DDUSACS15008604	DDSHXX515117508
DDSHXX617104404	DDSHXX516025305	DDSHXX416030604
DDSHXX617108901	DDSHXX516098807	DDSHXX416033506
DDSHXX617104402	DDSHXX516025305	DDSHXX416030604
DDSHXX517113801	DDUSACS15008306	DDSHXX515155202
DDSHXX517162705	DDUSACS16009402	DDSHXX515073802
DDSHXX516057401	DDSHXX514179501	DDUSWFD13022607
DDSHXX516106601	DDUSACS15008604	DDSHXX515117508
DDSHXX516075704	DDSHXX515020601	DDUSACS12022403
DDSHXX516138208	DDSHXX515058709	DDUSWFD13004709
DDSHXX516138206	DDSHXX515058709	DDUSWFD13004709
DDSHXX517162710	DDUSACS16009402	DDSHXX515073802
DDSHXX516134902	DDSHXX515020601	DDUSACR12032202
DDSHXX516138202	DDSHXX515058709	DDUSWFD13004709
DDSHXX516117005	DDSHXX515113703	DDUSWFD13005104
DDSHXX516106605	DDUSACS15008604	DDSHXX515117508
DDSHXX617104412	DDSHXX516025305	DDSHXX416030604
DDSHXX617104403	DDSHXX516025305	DDSHXX416030604
DDSHXX517116802	DDUSACS15008306	DDSHXX515175206
DDSHXX617108903	DDSHXX516098807	DDSHXX416033506
DDSHXX516075714	DDSHXX515020601	DDUSACS12022403
DDSHXX516075703	DDSHXX515020601	DDUSACS12022403
DDSHXX517116804	DDUSACS15008306	DDSHXX515175206
DDSHXX516199803	DDSHXX515169505	DDUSACS13000706
DDSHXX516008503	DDSHXX514179501	DDUSWFD13020007
DDSHXX617104408	DDSHXX516025305	DDSHXX416030604
DDSHXX516216809	DDSHXX515177005	DDUSWFD13021206
DDSHXX516057410	DDSHXX514179501	DDUSWFD13022607
DDSHXX516221908	DDSHXX515178101	DDUSWFD13020005
DDSHXX516075710	DDSHXX515020601	DDUSACS12022403
DDSHXX517116803	DDUSACS15008306	DDSHXX515175206
DDSHXX517116801	DDUSACS15008306	DDSHXX515175206
DDSHXX617104406	DDSHXX516025305	DDSHXX416030604
DDSHXX618078505	DDGXRX616075703	DDSHXX515177102
DDSHXX516070502	DDSHXX515008103	DDUSWFD13021905
DDSHXX516016205	DDSHXX515014701	DDUSWFD13020606
DDSHXX618077702	DDSHXX516131801	DDSHXX417043304
DDSHXX516075706	DDSHXX515020601	DDUSACS12022403
DDSHXX516216801	DDSHXX515177005	DDUSWFD13021206
DDSHXX516221905	DDSHXX515178101	DDUSWFD13020005
DDSHXX618077703	DDSHXX516131801	DDSHXX417043304
DDSHXX516221904	DDSHXX515178101	DDUSWFD13020005
DDSHXX516199801	DDSHXX515169505	DDUSACS13000706
DDSHXX516216802	DDSHXX515177005	DDUSWFD13021206
DDSHXX516134901	DDSHXX515020601	DDUSACR12032202
DDSHXX517162706	DDUSACS16009402	DDSHXX515073802
DDSHXX516221910	DDSHXX515178101	DDUSWFD13020005
DDSHXX517162701	DDUSACS16009402	DDSHXX515073802
DDSHXX516057408	DDSHXX514179501	DDUSWFD13022607
DDSHXX516221907	DDSHXX515178101	DDUSWFD13020005
DDSHXX516138204	DDSHXX515058709	DDUSWFD13004709
DDSHXX516075712	DDSHXX515020601	DDUSACS12022403
DDSHXX516016203	DDSHXX515014701	DDUSWFD13020606
DDSHXX516117009	DDSHXX515113703	DDUSWFD13005104
DDSHXX516221902	DDSHXX515178101	DDUSWFD13020005
DDSHXX517116806	DDUSACS15008306	DDSHXX515175206
DDSHXX516117002	DDSHXX515113703	DDUSWFD13005104
DDSHXX516199802	DDSHXX515169505	DDUSACS13000706
DDSHXX617108904	DDSHXX516098807	DDSHXX416033506
DDSHXX516178104	DDSHXX515172701	DDUSWFD13005806
DDSHXX516270602	DDSHXX515169505	DDSHXX514046608
DDSHXX516072904	DDSHXX515020601	DDSHXX514150408
DDSHXX516079704	DDSHXX514034501	DDSHXX515098604
DDSHXX516098110	DDSHXX514088001	DDSHXX515104304
DDSHXX516095408	DDSHXX515020601	DDSHXX514150406
DDSHXX516072903	DDSHXX515020601	DDSHXX514150408
DDSHXX517015204	DDSHXX515205001	DDSHXX515041202
DDSHXX517239605	DDSHXX516030807	DDSHXX516097802
DDSHXX516120110	DDSHXX514081501	DDSHXX515120502
DDSHXX516189503	DDSHXX515125001	DDSHXX515050902
DDSHXX517049906	DDSHXX514087103	DDSHXX516078304
DDSHXX516126508	DDSHXX514076309	DDSHXX515154804
DDSHXX516201302	DDSHXX515169505	DDSHXX513011214
DDSHXX516145508	DDSHXX515020613	DDSHXX514059006
DDSHXX516196804	DDSHXX515177005	DDSHXX514043302
DDSHXX516174504	DDSHXX515172701	DDSHXX513009008
DDSHXX517001305	DDSHXX515058709	DDSHXX514061910
DDSHXX516216111	DDSHXX515177005	DDSHXX514150406
DDSHXX516263008	DDSHXX514151903	DDSHXX515270004
DDSHXX517247210	DDSHXX516030807	DDSHXX516098804
DDSHXX517005001	DDSHXX515274605	DDSHXX515077508
DDSHXX516185113	DDSHXX514106805	DDSHXX515151202
DDSHXX516187306	DDSHXX515173611	DDSHXX514042102
DDSHXX516184501	DDSHXX514088001	DDSHXX515170304
DDSHXX616027310	DDSHXX515169505	DDSHXX515163506
DDSHXX516059305	DDSHXX514179501	DDSHXX514117006
DDSHXX516112112	DDSHXX514151903	DDSHXX515128810
DDSHXX516261303	DDSHXX515169505	DDSHXX515218204
DDSHXX516213101	DDSHXX515204401	DDSHXX515163702
DDSHXX516057005	DDSHXX514151901	DDSHXX515065604
DDSHXX517089804	DDSHXX515177005	DDSHXX515266104
DDSHXX517044908	DDSHXX514106803	DDSHXX516059204
DDSHXX517239608	DDSHXX516030807	DDSHXX516097802
DDSHXX517090508	DDSHXX515120607	DDSHXX514095004
DDSHXX517059111	DDSHXX516035003	DDSHXX515021802
DDSHXX517241206	DDSHXX514106803	DDSHXX516248404
DDSHXX516292402	DDSHXX515169505	DDSHXX515080604
DDSHXX516109701	DDSHXX514155801	DDSHXX515128802
DDSHXX517122601	DDSHXX516030807	DDSHXX514042106
DDSHXX516057308	DDSHXX514070205	DDSHXX515076006
DDSHXX517120601	DDSHXX515169505	DDSHXX514048802
DDSHXX516214907	DDSHXX514087105	DDSHXX514170406
DDSHXX516269803	DDSHXX515169505	DDSHXX515053808
DDSHXX516187802	DDSHXX515120607	DDSHXX514136912
DDSHXX516076512	DDSHXX515008103	DDSHXX513016504
DDSHXX516267407	DDSHXX515173611	DDSHXX515106608
DDSHXX517079402	DDSHXX516089101	DDSHXX515264010
DDSHXX617101204	DDSHXX516035003	DDSHXX515178402
DDSHXX516181601	DDSHXX515020601	DDSHXX514061602
DDSHXX517051504	DDSHXX515169505	DDSHXX514081506
DDSHXX517089406	DDSHXX515125001	DDSHXX516097802
DDSHXX516021509	DDSHXX515001103	DDSHXX514076308
DDSHXX516293001	DDSHXX515261005	DDSHXX515080606
DDSHXX516292411	DDSHXX515169505	DDSHXX515080604
DDSHXX516038811	DDSHXX515020601	DDSHXX514105304
DDSHXX516293004	DDSHXX515261005	DDSHXX515080606
DDSHXX516102907	DDSHXX514088001	DDSHXX515100810
DDSHXX517006803	DDSHXX515218303	DDSHXX513019508
DDSHXX516287801	DDSHXX515120607	DDSHXX514101812
DDSHXX516174508	DDSHXX515172701	DDSHXX513009008
DDSHXX516258003	DDSHXX515177005	DDSHXX514061802
DDSHXX516270608	DDSHXX515169505	DDSHXX514046608
DDSHXX517120608	DDSHXX515169505	DDSHXX514048802
DDSHXX517064603	DDSHXX516035003	DDSHXX513019906
DDSHXX518059310	DDSHXX516075203	DDSHXX515077506
DDSHXX515274303	DDSHXX514179301	DDSHXX513007412
DDSHXX516184602	DDSHXX515068503	DDSHXX515077506
DDSHXX516018102	DDSHXX515014701	DDSHXX515005910
DDSHXX516072902	DDSHXX515020601	DDSHXX514150408
DDSHXX516227606	DDSHXX515177005	DDSHXX514185202
DDSHXX517089407	DDSHXX515125001	DDSHXX516097802
DDSHXX516071806	DDSHXX515020601	DDSHXX514136912
DDSHXX517047004	DDSHXX514106803	DDSHXX516082704
DDSHXX517309605	DDSHXX516089101	DDSHXX514112006
DDSHXX516224109	DDSHXX515071005	DDSHXX515177506
DDSHXX518008406	DDSHXX516075203	DDSHXX515265302
DDSHXX516247806	DDSHXX515169505	DDSHXX514089508
DDSHXX516038510	DDSHXX514179201	DDSHXX514190704
DDSHXX516061608	DDSHXX514138605	DDSHXX515069804
DDSHXX516220707	DDSHXX515182403	DDSHXX515110906
DDSHXX516281505	DDSHXX515218409	DDSHXX515160808
DDSHXX517122604	DDSHXX516030807	DDSHXX514042106
DDSHXX516252007	DDSHXX514151903	DDSHXX515147008
DDSHXX516149706	DDSHXX515020613	DDSHXX514087112
DDSHXX516258006	DDSHXX515177005	DDSHXX514061802
DDSHXX516245501	DDSHXX515178409	DDSHXX515230906
DDSHXX517220509	DDSHXX515182403	DDSHXX515053104
DDSHXX516032011	DDSHXX515020601	DDSHXX514106908
DDSHXX517151105	DDSHXX514106803	DDSHXX516148902
DDSHXX516062508	DDSHXX515020601	DDSHXX514065909
DDSHXX517090502	DDSHXX515120607	DDSHXX514095004
DDSHXX516261306	DDSHXX515169505	DDSHXX515218204
DDSHXX516260403	DDSHXX515169505	DDSHXX515053404
DDSHXX516299310	DDSHXX515199201	DDSHXX515077506
DDSHXX516074211	DDSHXX515071005	DDSHXX515050902
DDSHXX516111007	DDSHXX514081501	DDSHXX515128806
DDSHXX516262610	DDSHXX515173611	DDSHXX515042302
DDSHXX517151108	DDSHXX514106803	DDSHXX516148902
DDSHXX516273703	DDSHXX515177005	DDSHXX515163304
DDSHXX516095404	DDSHXX515020601	DDSHXX514150406
DDSHXX516035503	DDSHXX514179501	DDSHXX514185204
DDSHXX516251909	DDSHXX515177005	DDSHXX515250004
DDSHXX516202712	DDSHXX515172701	DDSHXX514059304
DDSHXX517057204	DDSHXX515199201	DDSHXX515230902
DDSHXX517090501	DDSHXX515120607	DDSHXX514095004
DDSHXX516271807	DDSHXX515178101	DDSHXX514089510
DDSHXX516057305	DDSHXX514070205	DDSHXX515076006
DDSHXX516076502	DDSHXX515008103	DDSHXX513016504
DDSHXX516009901	DDSHXX514179501	DDSHXX514061802
DDSHXX516286801	DDUSACS15018301	DDSHXX515154614
DDSHXX516226003	DDSHXX515177005	DDSHXX514179202
DDSHXX516227602	DDSHXX515177005	DDSHXX514185202
DDSHXX516189507	DDSHXX515125001	DDSHXX515050902
DDSHXX516214409	DDSHXX515182403	DDSHXX514185206
DDSHXX516126504	DDSHXX514076309	DDSHXX515154804
DDSHXX516252001	DDSHXX514151903	DDSHXX515147008
DDSHXX516220704	DDSHXX515182403	DDSHXX515110906
DDSHXX515265402	DDSHXX514179501	DDSHXX514060512
DDSHXX516074201	DDSHXX515071005	DDSHXX515050902
DDSHXX517121207	DDSHXX516030807	DDSHXX515080606
DDSHXX517076808	DDSHXX516089101	DDSHXX515274604
DDSHXX516187801	DDSHXX515120607	DDSHXX514136912
DDSHXX517234503	DDSHXX515173611	DDSHXX515218204
DDSHXX516076608	DDSHXX515008103	DDSHXX514066412
DDSHXX516247101	DDSHXX515173611	DDSHXX514087110
DDSHXX516205501	DDSHXX515033709	DDSHXX514161404
DDSHXX516180810	DDSHXX514151901	DDSHXX515154202
DDSHXX517038114	DDSHXX515071005	DDSHXX514185202
DDSHXX516050303	DDSHXX515020613	DDSHXX514060504
DDSHXX516102901	DDSHXX514088001	DDSHXX515100810
DDSHXX516068913	DDSHXX515008103	DDSHXX514112204
DDSHXX516226403	DDSHXX514106803	DDSHXX515206104
DDSHXX517100401	DDSHXX515182403	DDSHXX516089206
DDSHXX516109002	DDSHXX515020601	DDSHXX514078704
DDSHXX517209506	DDSHXX516075203	DDSHXX516098802
DDSHXX517120605	DDSHXX515169505	DDSHXX514048802
DDSHXX516292412	DDSHXX515169505	DDSHXX515080604
DDSHXX517309303	DDSHXX516155601	DDSHXX515204404
DDSHXX516196811	DDSHXX515177005	DDSHXX514043302
DDSHXX516267405	DDSHXX515173611	DDSHXX515106608
DDSHXX517148011	DDSHXX515196107	DDSHXX515058704
DDSHXX517100905	DDSHXX514186301	DDSHXX515069802
DDSHXX517100405	DDSHXX515182403	DDSHXX516089206
DDSHXX517127904	DDSHXX515169505	DDUSWFD13006705
DDSHXX516281506	DDSHXX515218409	DDSHXX515160808
DDSHXX516136902	DDSHXX514081501	DDSHXX515115802
DDSHXX517100101	DDSHXX515261005	DDSHXX516098804
DDSHXX516145802	DDSHXX515020613	DDSHXX514106808
DDSHXX517276101	DDSHXX516131801	DDSHXX515139902
DDSHXX517140903	DDSHXX515228401	DDSHXX515041202
DDSHXX516189506	DDSHXX515125001	DDSHXX515050902
DDSHXX516102905	DDSHXX514088001	DDSHXX515100810
DDSHXX517239606	DDSHXX516030807	DDSHXX516097802
DDSHXX516268407	DDSHXX515178101	DDSHXX515053104
DDSHXX516164208	DDSHXX515020613	DDSHXX514110306
DDSHXX516061601	DDSHXX514138605	DDSHXX515069804
DDSHXX516059303	DDSHXX514179501	DDSHXX514117006
DDSHXX516055901	DDSHXX514179501	DDSHXX513019502
DDSHXX516050402	DDSHXX515014701	DDSHXX514094304
DDSHXX516262601	DDSHXX515173611	DDSHXX515042302
DDSHXX516050108	DDSHXX515014701	DDSHXX514048810
DDSHXX516142705	DDSHXX515053901	DDSHXX515042302
DDSHXX517121206	DDSHXX516030807	DDSHXX515080606
DDSHXX516248508	DDSHXX515169505	DDSHXX513004604
DDSHXX517020908	DDSHXX515253703	DDSHXX514153806
DDSHXX516068915	DDSHXX515008103	DDSHXX514112204
DDSHXX518008401	DDSHXX516075203	DDSHXX515265302
DDSHXX617107908	DDSHXX515229901	DDSHXX515080602
DDSHXX516164210	DDSHXX515020613	DDSHXX514110306
DDSHXX516184605	DDSHXX515068503	DDSHXX515077506
DDSHXX516187107	DDSHXX515125001	DDSHXX515077508
DDSHXX516032009	DDSHXX515020601	DDSHXX514106908
DDSHXX516299302	DDSHXX515199201	DDSHXX515077506
DDSHXX516266614	DDSHXX515218303	DDSHXX515273112
DDSHXX517261306	DDSHXX516131801	DDSHXX515273106
DDSHXX516187405	DDSHXX515173611	DDSHXX513026408
DDSHXX516098111	DDSHXX514088001	DDSHXX515104304
DDSHXX517247203	DDSHXX516030807	DDSHXX516098804
DDSHXX517183205	DDSHXX515177005	DDSHXX514112006
DDSHXX516035507	DDSHXX514179501	DDSHXX514185204
DDSHXX516061603	DDSHXX514138605	DDSHXX515069804
DDSHXX516187403	DDSHXX515173611	DDSHXX513026408
DDSHXX517101909	DDSHXX515173611	DDSHXX514087114
DDSHXX517262003	DDSHXX516131801	DDSHXX515077506
DDSHXX516071804	DDSHXX515020601	DDSHXX514136912
DDSHXX516260402	DDSHXX515169505	DDSHXX515053404
DDSHXX516109718	DDSHXX514155801	DDSHXX515128802
DDSHXX517104304	DDSHXX515173611	DDSHXX514190704
DDSHXX516124405	DDSHXX515020613	DDSHXX514089508
DDSHXX517001304	DDSHXX515058709	DDSHXX514061910
DDSHXX516269104	DDSHXX515169505	DDSHXX515163508
DDSHXX516229008	DDSHXX515177005	DDSHXX514150402
DDSHXX517096703	DDSHXX516075203	DDSHXX514059806
DDSHXX516107207	DDSHXX514149701	DDSHXX515117504
DDSHXX517079404	DDSHXX516089101	DDSHXX515264010
DDSHXX516084305	DDSHXX515008103	DDSHXX513024702
DDSHXX518059314	DDSHXX516075203	DDSHXX515077506
DDSHXX516124407	DDSHXX515020613	DDSHXX514089508
DDSHXX515260704	DDSHXX514088001	DDSHXX514170402
DDSHXX517089611	DDSHXX515209501	DDSHXX515053104
DDSHXX516087710	DDSHXX515020607	DDSHXX513026410
DDSHXX516293009	DDSHXX515261005	DDSHXX515080606
DDSHXX516296501	DDSHXX515204503	DDSHXX514149702
DDSHXX516187105	DDSHXX515125001	DDSHXX515077508
DDSHXX517089803	DDSHXX515177005	DDSHXX515266104
DDSHXX517076810	DDSHXX516089101	DDSHXX515274604
DDSHXX517220506	DDSHXX515182403	DDSHXX515053104
DDSHXX518046105	DDSHXX516131801	DDSHXX515218204
DDSHXX517089801	DDSHXX515177005	DDSHXX515266104
DDSHXX516093602	DDSHXX515020601	DDSHXX515106606
DDSHXX518042602	DDSHXX516075203	DDSHXX516136502
DDSHXX516263006	DDSHXX514151903	DDSHXX515270004
DDSHXX516248808	DDSHXX515169505	DDSHXX513019906
DDSHXX516293005	DDSHXX515261005	DDSHXX515080606
DDSHXX517020912	DDSHXX515253703	DDSHXX514153806
DDSHXX516248510	DDSHXX515169505	DDSHXX513004604
DDSHXX516225907	DDSHXX514106803	DDSHXX515217102
DDSHXX516103007	DDSHXX515020613	DDSHXX515110906
DDSHXX517241205	DDSHXX514106803	DDSHXX516248404
DDSHXX517038101	DDSHXX515071005	DDSHXX514185202
DDSHXX516177503	DDSHXX515172701	DDSHXX515077502
DDSHXX516281905	DDSHXX515218303	DDSHXX515131506
DDSHXX517024202	DDSHXX515274605	DDSHXX515163702
DDSHXX516038809	DDSHXX515020601	DDSHXX514105304
DDSHXX516260406	DDSHXX515169505	DDSHXX515053404
DDSHXX516187401	DDSHXX515173611	DDSHXX513026408
DDSHXX516226409	DDSHXX514106803	DDSHXX515206104
DDSHXX516120108	DDSHXX514081501	DDSHXX515120502
DDSHXX516032013	DDSHXX515020601	DDSHXX514106908
DDSHXX516269107	DDSHXX515169505	DDSHXX515163508
DDSHXX516067103	DDSHXX515014701	DDSHXX514151802
DDSHXX516061602	DDSHXX514138605	DDSHXX515069804
DDSHXX517122607	DDSHXX516030807	DDSHXX514042106
DDSHXX516205506	DDSHXX515033709	DDSHXX514161404
DDSHXX618077602	DDSHXX516131801	DDSHXX515071510
DDSHXX517140906	DDSHXX515228401	DDSHXX515041202
DDSHXX517165412	DDSHXX515196107	DDSHXX515110906
DDSHXX516164201	DDSHXX515020613	DDSHXX514110306
DDSHXX516229010	DDSHXX515177005	DDSHXX514150402
DDSHXX516100302	DDSHXX515053901	DDSHXX514185206
DDSHXX516141807	DDSHXX514186301	DDSHXX515152910
DDSHXX516076503	DDSHXX515008103	DDSHXX513016504
DDSHXX516268403	DDSHXX515178101	DDSHXX515053104
DDSHXX516124703	DDSHXX515020613	DDSHXX514047002
DDSHXX516162613	DDSHXX514087103	DDSHXX515158904
DDSHXX516076610	DDSHXX515008103	DDSHXX514066412
DDSHXX516267404	DDSHXX515173611	DDSHXX515106608
DDSHXX516224112	DDSHXX515071005	DDSHXX515177506
DDSHXX517127901	DDSHXX515169505	DDUSWFD13006705
DDSHXX516266108	DDSHXX514106803	DDSHXX515270006
DDSHXX516057003	DDSHXX514151901	DDSHXX515065604
DDSHXX517057209	DDSHXX515199201	DDSHXX515230902
DDSHXX515250805	DDSHXX514106803	DDSHXX514181402
DDSHXX516247802	DDSHXX515169505	DDSHXX514089508
DDSHXX517152104	DDSHXX515196107	DDSHXX515077508
DDSHXX516112108	DDSHXX514151903	DDSHXX515128810
DDSHXX516149703	DDSHXX515020613	DDSHXX514087112
DDSHXX517183204	DDSHXX515177005	DDSHXX514112006
DDSHXX516063401	DDSHXX515008103	DDSHXX514059004
DDSHXX515260706	DDSHXX514088001	DDSHXX514170402
DDSHXX516109714	DDSHXX514155801	DDSHXX515128802
DDSHXX517079410	DDSHXX516089101	DDSHXX515264010
DDSHXX517044901	DDSHXX514106803	DDSHXX516059204
DDSHXX516068903	DDSHXX515008103	DDSHXX514112204
DDSHXX515262204	DDSHXX514088001	DDSHXX514170406
DDSHXX516199308	DDSHXX515172701	DDSHXX514059008
DDSHXX516214411	DDSHXX515182403	DDSHXX514185206
DDSHXX516109708	DDSHXX514155801	DDSHXX515128802
DDSHXX516200212	DDSHXX515172701	DDSHXX514061304
DDSHXX516187702	DDSHXX515120607	DDSHXX514066412
DDSHXX516182609	DDSHXX515033709	DDSHXX515053108
DDSHXX516289310	DDSHXX515218303	DDSHXX515157902
DDSHXX516291207	DDSHXX515177005	DDSHXX514042006
DDSHXX516268301	DDSHXX515178101	DDSHXX514095008
DDSHXX516076518	DDSHXX515008103	DDSHXX513016504
DDSHXX516047405	DDSHXX514179501	DDSHXX514108212
DDSHXX516184603	DDSHXX515068503	DDSHXX515077506
DDSHXX516149705	DDSHXX515020613	DDSHXX514087112
DDSHXX516293015	DDSHXX515261005	DDSHXX515080606
DDSHXX516129402	DDSHXX515020613	DDSHXX514105308
DDSHXX517299003	DDSHXX516121803	DDSHXX514185202
DDSHXX517044905	DDSHXX514106803	DDSHXX516059204
DDSHXX516050107	DDSHXX515014701	DDSHXX514048810
DDSHXX517151103	DDSHXX514106803	DDSHXX516148902
DDSHXX516261301	DDSHXX515169505	DDSHXX515218204
DDSHXX516149806	DDSHXX515020601	DDSHXX515157008
DDSHXX516212906	DDSHXX515201705	DDSHXX515049906
DDSHXX516110109	DDSHXX515020601	DDSHXX513024204
DDSHXX517090503	DDSHXX515120607	DDSHXX514095004
DDSHXX516185912	DDSHXX515058709	DDSHXX515160806
DDSHXX517101903	DDSHXX515173611	DDSHXX514087114
DDSHXX516146807	DDSHXX515020613	DDSHXX514051604
DDSHXX517020906	DDSHXX515253703	DDSHXX514153806
DDSHXX517262001	DDSHXX516131801	DDSHXX515077506
DDSHXX517148002	DDSHXX515196107	DDSHXX515058704
DDSHXX517035804	DDSHXX515261005	DDSHXX515177506
DDSHXX516281507	DDSHXX515218409	DDSHXX515160808
DDSHXX517290307	DDSHXX516155601	DDSHXX516266204
DDSHXX517183202	DDSHXX515177005	DDSHXX514112006
DDSHXX516095405	DDSHXX515020601	DDSHXX514150406
DDSHXX517089606	DDSHXX515209501	DDSHXX515053104
DDSHXX517165408	DDSHXX515196107	DDSHXX515110906
DDSHXX516296504	DDSHXX515204503	DDSHXX514149702
DDSHXX517027701	DDSHXX514106803	DDSHXX515065604
DDSHXX516286804	DDUSACS15018301	DDSHXX515154614
DDSHXX516213102	DDSHXX515204401	DDSHXX515163702
DDSHXX516196807	DDSHXX515177005	DDSHXX514043302
DDSHXX517222103	DDSHXX515169505	DDSHXX516214804
DDSHXX516035512	DDSHXX514179501	DDSHXX514185204
DDSHXX515274302	DDSHXX514179301	DDSHXX513007412
DDSHXX517152111	DDSHXX515196107	DDSHXX515077508
DDSHXX516187402	DDSHXX515173611	DDSHXX513026408
DDSHXX617101201	DDSHXX516035003	DDSHXX515178402
DDSHXX516014502	DDSHXX515001103	DDSHXX513026508
DDSHXX516038804	DDSHXX515020601	DDSHXX514105304
DDSHXX516250705	DDSHXX515058709	DDSHXX515261308
DDSHXX517078314	DDSHXX516030807	DDSHXX515053404
DDSHXX516122509	DDSHXX515020613	DDSHXX513004604
DDSHXX516107211	DDSHXX514149701	DDSHXX515117504
DDSHXX516048003	DDSHXX514151901	DDSHXX515069802
DDSHXX517064906	DDSHXX516035003	DDSHXX514089508
DDSHXX516202705	DDSHXX515172701	DDSHXX514059304
DDSHXX516095407	DDSHXX515020601	DDSHXX514150406
DDSHXX516084701	DDSHXX515020601	DDSHXX515091202
DDSHXX516118704	DDSHXX514106805	DDSHXX515147006
DDSHXX516221504	DDSHXX515178101	DDSHXX514047506
DDSHXX516048011	DDSHXX514151901	DDSHXX515069802
DDSHXX516247109	DDSHXX515173611	DDSHXX514087110
DDSHXX516107205	DDSHXX514149701	DDSHXX515117504
DDSHXX515262206	DDSHXX514088001	DDSHXX514170406
DDSHXX516214402	DDSHXX515182403	DDSHXX514185206
DDSHXX517120607	DDSHXX515169505	DDSHXX514048802
DDSHXX516293007	DDSHXX515261005	DDSHXX515080606
DDSHXX516247801	DDSHXX515169505	DDSHXX514089508
DDSHXX516252004	DDSHXX514151903	DDSHXX515147008
DDSHXX516122511	DDSHXX515020613	DDSHXX513004604
DDSHXX516300205	DDSHXX515120607	DDSHXX514067206
DDSHXX516109003	DDSHXX515020601	DDSHXX514078704
DDSHXX516063006	DDSHXX515008103	DDSHXX514061602
DDSHXX516159903	DDSHXX515058709	DDSHXX515157002
DDSHXX516216108	DDSHXX515177005	DDSHXX514150406
DDSHXX517122602	DDSHXX516030807	DDSHXX514042106
DDSHXX518008403	DDSHXX516075203	DDSHXX515265302
DDSHXX516164207	DDSHXX515020613	DDSHXX514110306
DDSHXX517047014	DDSHXX514106803	DDSHXX516082704
DDSHXX517059108	DDSHXX516035003	DDSHXX515021802
DDSHXX518059318	DDSHXX516075203	DDSHXX515077506
DDSHXX516021501	DDSHXX515001103	DDSHXX514076308
DDSHXX516074203	DDSHXX515071005	DDSHXX515050902
DDSHXX516144307	DDSHXX514087103	DDSHXX515142408
DDSHXX516093604	DDSHXX515020601	DDSHXX515106606
DDSHXX516144301	DDSHXX514087103	DDSHXX515142408
DDSHXX516268710	DDSHXX515169505	DDSHXX514095004
DDSHXX516190505	DDSHXX514186301	DDSHXX515175202
DDSHXX516087708	DDSHXX515020607	DDSHXX513026410
DDSHXX517148004	DDSHXX515196107	DDSHXX515058704
DDSHXX517081406	DDSHXX515199201	DDSHXX516097502
DDSHXX516291208	DDSHXX515177005	DDSHXX514042006
DDSHXX516071803	DDSHXX515020601	DDSHXX514136912
DDSHXX516132801	DDSHXX514151901	DDSHXX515134004
DDSHXX517038106	DDSHXX515071005	DDSHXX514185202
DDSHXX516202502	DDSHXX515169505	DDSHXX514061806
DDSHXX516098109	DDSHXX514088001	DDSHXX515104304
DDSHXX516057304	DDSHXX514070205	DDSHXX515076006
DDSHXX516266109	DDSHXX514106803	DDSHXX515270006
DDSHXX517309310	DDSHXX516155601	DDSHXX515204404
DDSHXX516134403	DDSHXX515020601	DDSHXX514093502
DDSHXX517089805	DDSHXX515177005	DDSHXX515266104
DDSHXX517088002	DDSHXX515172701	DDSHXX514051604
DDSHXX516229004	DDSHXX515177005	DDSHXX514150402
DDSHXX516187203	DDSHXX515173611	DDSHXX515052904
DDSHXX516185109	DDSHXX514106805	DDSHXX515151202
DDSHXX516220703	DDSHXX515182403	DDSHXX515110906
DDSHXX516300204	DDSHXX515120607	DDSHXX514067206
DDSHXX516057001	DDSHXX514151901	DDSHXX515065604
DDSHXX517101907	DDSHXX515173611	DDSHXX514087114
DDSHXX617101206	DDSHXX516035003	DDSHXX515178402
DDSHXX516050109	DDSHXX515014701	DDSHXX514048810
DDSHXX516050101	DDSHXX515014701	DDSHXX514048810
DDSHXX516093609	DDSHXX515020601	DDSHXX515106606
DDSHXX516038502	DDSHXX514179201	DDSHXX514190704
DDSHXX516159904	DDSHXX515058709	DDSHXX515157002
DDSHXX517276103	DDSHXX516131801	DDSHXX515139902
DDSHXX516167701	DDSHXX515169505	DDSHXX515035206
DDSHXX516118701	DDSHXX514106805	DDSHXX515147006
DDSHXX516203202	DDSHXX515169505	DDSHXX513024702
DDSHXX516112103	DDSHXX514151903	DDSHXX515128810
DDSHXX517089802	DDSHXX515177005	DDSHXX515266104
DDSHXX516120104	DDSHXX514081501	DDSHXX515120502
DDSHXX516187304	DDSHXX515173611	DDSHXX514042102
DDSHXX516190501	DDSHXX514186301	DDSHXX515175202
DDSHXX516226009	DDSHXX515177005	DDSHXX514179202
DDSHXX517090505	DDSHXX515120607	DDSHXX514095004
DDSHXX517261304	DDSHXX516131801	DDSHXX515273106
DDSHXX516217702	DDSHXX515173611	DDSHXX515228304
DDSHXX516268402	DDSHXX515178101	DDSHXX515053104
DDSHXX516038803	DDSHXX515020601	DDSHXX514105304
DDSHXX517183209	DDSHXX515177005	DDSHXX514112006
DDSHXX517165403	DDSHXX515196107	DDSHXX515110906
DDSHXX517220502	DDSHXX515182403	DDSHXX515053104
DDSHXX516271106	DDSHXX515169505	DDSHXX514049908
DDSHXX516063407	DDSHXX515008103	DDSHXX514059004
